DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231416191,08/19/2023 12:00:00 AM,08/19/2023 12:00:00 AM,545,14,Pacific,1431,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,57,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,1500 S  MAIN                         ST,,33.9887,-118.4716
201911775,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,1250,19,Mission,1901,1,210,ROBBERY,0429 1822 0325 0416,37,M,H,202.0,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,15900    YARNELL                      ST,,34.3221,-118.4791
231908536,04/27/2023 12:00:00 AM,04/26/2023 12:00:00 AM,1250,19,Mission,1971,2,860,BATTERY WITH SEXUAL CONTACT,0503 0448 1822,41,F,H,515.0,APARTMENT/CONDO COMMON LAUNDRY ROOM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860.0,,,,9000    ORION                        AV,,34.2338,-118.4719
212105946,02/25/2021 12:00:00 AM,02/25/2021 12:00:00 AM,1210,21,Topanga,2145,1,320,"BURGLARY, ATTEMPTED",0314 0100 1601,33,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,320.0,,,,6400    HANNA                        AV,,34.1867,-118.6069
222009092,04/26/2022 12:00:00 AM,04/24/2022 12:00:00 AM,1010,20,Olympic,2062,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0352 1822,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,3100 W  PICO                         BL,,34.0506,-118.3127
230708833,04/24/2023 12:00:00 AM,04/21/2023 12:00:00 AM,1900,7,Wilshire,789,1,330,BURGLARY FROM VEHICLE,1300 0321 1822,26,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,1900    3RD                          AV,,34.0399,-118.3201
221300626,03/17/2022 12:00:00 AM,03/17/2022 12:00:00 AM,130,13,Newton,1372,1,110,CRIMINAL HOMICIDE,1822 1223 1407 0430 1100 0432 0345 1218,43,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,SLAUSON                      AV,SAN PEDRO                    ST,33.9892,-118.2701
210811863,07/19/2021 12:00:00 AM,07/18/2021 12:00:00 AM,1400,8,West LA,811,1,330,BURGLARY FROM VEHICLE,1822 0930 0344 0386,52,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,LOS LIONES                   DR,SUNSET                       BL,34.0419,-118.554
231010702,06/24/2023 12:00:00 AM,06/24/2023 12:00:00 AM,1200,10,West Valley,1033,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 2004 0400 1814,32,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,18600    TOPHAM                       ST,,34.1807,-118.5382
231909418,05/18/2023 12:00:00 AM,05/17/2023 12:00:00 AM,1730,19,Mission,1921,2,625,OTHER ASSAULT,0913 0360 0447 1501,53,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,625.0,,,,15000    NURMI                        ST,,34.2972,-118.4636
241111675,10/25/2024 12:00:00 AM,10/23/2024 12:00:00 AM,1730,11,Northeast,1139,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,5700 N  FIGUEROA                     ST,,34.1097,-118.1926
202110280,06/08/2020 12:00:00 AM,06/08/2020 12:00:00 AM,1805,21,Topanga,2187,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0919 0302 1822,50,M,H,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,230.0,,,,VENTURA                      BL,CANOGA                       AV,34.1679,-118.5974
221104748,01/21/2022 12:00:00 AM,01/21/2022 12:00:00 AM,1125,11,Northeast,1162,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0910,72,M,H,908.0,MTA - RED LINE - VERMONT/SUNSET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,1500 N  VERMONT                      AV,,34.0982,-118.2918
220208077,03/24/2022 12:00:00 AM,02/22/2022 12:00:00 AM,900,2,Rampart,212,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,0,X,X,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,440.0,,,,500 N  VERMONT                      AV,,34.081,-118.2917
211016181,12/23/2021 12:00:00 AM,11/28/2021 12:00:00 AM,700,10,West Valley,1028,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0400 0416,22,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,16500    VANOWEN                      ST,,34.1939,-118.4924
230317955,10/11/2023 12:00:00 AM,08/15/2021 12:00:00 AM,1700,3,Southwest,395,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0444 0503 0515 1259 0552,16,F,B,504.0,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812.0,815.0,,,4100 S  HARVARD                      BL,,34.0093,-118.3067
211313766,08/04/2021 12:00:00 AM,08/03/2021 12:00:00 AM,2230,13,Newton,1372,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0411 0913,37,F,H,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,AO,Adult Other,236.0,,,,200 E  54TH                         ST,,33.9934,-118.2714
241712849,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,939,17,Devonshire,1745,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1501,0,X,X,721.0,HIGH SCHOOL,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,10500    ZELZAH                       AV,,34.2613,-118.5234
210314962,08/27/2021 12:00:00 AM,08/26/2021 12:00:00 AM,2330,3,Southwest,357,1,210,ROBBERY,1822 0342 0344 0346 0416 0446 2024,39,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,EXPOSITION                   BL,WESTERN                      AV,34.0219,-118.2959
211108398,05/10/2021 12:00:00 AM,05/09/2021 12:00:00 AM,1020,11,Northeast,1169,2,624,BATTERY - SIMPLE ASSAULT,0913 0360,45,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 S  AVE 55,,34.104,-118.1971
201712564,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,2100,17,Devonshire,1709,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1814,47,F,H,505.0,MOTEL,,,IC,Invest Cont,901.0,,,,15500    RINALDI                      ST,,34.2818,-118.4728
221317715,09/15/2022 12:00:00 AM,09/15/2022 12:00:00 AM,2015,13,Newton,1303,1,330,BURGLARY FROM VEHICLE,1822 1307 0344 0329 1300,34,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,11TH,SAN JULIAN,34.0359,-118.2531
241104274,01/08/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1700,11,Northeast,1141,1,310,BURGLARY,0344 0358 1607,41,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1900 N  BERENDO                      ST,,34.1054,-118.294
231010428,06/17/2023 12:00:00 AM,06/15/2023 12:00:00 AM,1600,10,West Valley,1018,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,55,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,331.0,,,,15800    SATICOY                      ST,,34.2085,-118.4771
201105880,02/12/2020 12:00:00 AM,02/11/2020 12:00:00 AM,330,11,Northeast,1124,1,310,BURGLARY,1402 1607 0344 0216,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,998.0,,,3100 N  SAN FERNANDO                 RD,,34.1149,-118.2458
211515665,10/05/2021 12:00:00 AM,09/01/2020 12:00:00 AM,1935,15,N Hollywood,1589,2,354,THEFT OF IDENTITY,0377,32,X,B,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,3600    BARHAM                       BL,,34.1362,-118.342
230810183,05/27/2023 12:00:00 AM,05/27/2023 12:00:00 AM,1930,8,West LA,817,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",0344 0342 1300,0,M,O,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,951.0,,,,1000    BROXTON                      AV,,34.0626,-118.447
200119693,10/19/2020 12:00:00 AM,10/19/2020 12:00:00 AM,500,1,Central,129,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0910 1822 0344,25,M,B,965.0,MTA - GOLD LINE - LITTLE TOKYO/ARTS DISTRICT,,,IC,Invest Cont,341.0,,,,200 N  ALAMEDA                      ST,,34.0497,-118.2381
220609209,04/17/2022 12:00:00 AM,04/17/2022 12:00:00 AM,45,6,Hollywood,646,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,31,F,C,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440.0,,,,HOLLYWOOD                    BL,VINE                         ST,34.1016,-118.3267
220221280,12/05/2022 12:00:00 AM,11/28/2022 12:00:00 AM,1230,2,Rampart,205,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1608 1822 1300,52,M,A,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,900 N  BENTON                       WY,,34.0791,-118.2719
210913887,09/09/2021 12:00:00 AM,09/09/2021 12:00:00 AM,20,9,Van Nuys,926,2,900,VIOLATION OF COURT ORDER,2038,50,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900.0,,,,6700    WOODMAN                      AV,,34.1903,-118.4399
221910168,05/31/2022 12:00:00 AM,05/27/2022 12:00:00 AM,1930,19,Mission,1962,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311,50,M,H,720.0,JUNIOR HIGH SCHOOL,,,JO,Juv Other,740.0,,,,15300    PLUMMER                      ST,,34.2428,-118.4653
210315685,09/10/2021 12:00:00 AM,09/10/2021 12:00:00 AM,1330,3,Southwest,375,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0342 0329 1300,55,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,3800 S  GRAMERCY                     PL,,34.0169,-118.3133
240709588,06/18/2024 12:00:00 AM,06/18/2024 12:00:00 AM,843,7,Wilshire,736,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 2028,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,343.0,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
221822668,12/24/2022 12:00:00 AM,12/24/2022 12:00:00 AM,1700,18,Southeast,1804,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822 1501 0202,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,343.0,,,,8600    AVALON                       BL,,33.9601,-118.2651
211015598,12/13/2021 12:00:00 AM,12/13/2021 12:00:00 AM,2200,10,West Valley,1061,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1822 0431 2028 0407,45,M,O,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,,,,19800    VENTURA                      BL,,34.1724,-118.5645
211715822,12/06/2021 12:00:00 AM,12/06/2021 12:00:00 AM,1130,17,Devonshire,1754,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,10100    RESEDA                       BL,,34.2533,-118.5361
220121098,09/23/2022 12:00:00 AM,09/22/2022 12:00:00 AM,1630,1,Central,111,1,310,BURGLARY,0344 1822 1607,37,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,500 N  FIGUEROA                     ST,,34.0615,-118.247
221106858,03/19/2022 12:00:00 AM,03/18/2022 12:00:00 AM,1015,11,Northeast,1151,1,330,BURGLARY FROM VEHICLE,0344,54,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,4800 W  SUNSET                       BL,,34.0982,-118.294
230814775,09/22/2023 12:00:00 AM,09/20/2023 12:00:00 AM,2000,8,West LA,889,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2000 S  CORNING                      ST,,34.041,-118.3802
210715724,11/16/2021 12:00:00 AM,11/01/2021 12:00:00 AM,708,7,Wilshire,745,2,354,THEFT OF IDENTITY,0922,50,F,B,602.0,BANK,,,IC,Invest Cont,354.0,,,,1200 S  REDONDO                      BL,,34.0572,-118.3482
220100987,11/09/2022 12:00:00 AM,11/09/2022 12:00:00 AM,1725,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0907 1822 0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,998.0,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
231516790,10/29/2023 12:00:00 AM,10/29/2023 12:00:00 AM,630,15,N Hollywood,1586,2,888,TRESPASSING,0910 2048 2004 1402 1822,0,X,X,912.0,MTA - RED LINE - UNIVERSAL CITY/STUDIO CITY,,,IC,Invest Cont,888.0,946.0,998.0,,3900    LANKERSHIM                   BL,,34.1393,-118.362
200615126,09/08/2020 12:00:00 AM,09/08/2020 12:00:00 AM,400,6,Hollywood,646,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,25,M,O,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,SUNSET,CHEROKEE,34.098,-118.3353
201312136,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,700,13,Newton,1383,1,210,ROBBERY,1822 0344 0355 0202 0432 0377 1225 1310,40,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210.0,,,,BROADWAY,GAGE                         AV,33.9824,-118.2783
241907380,04/01/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1200,19,Mission,1985,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1802 1912,23,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,8600    TYRONE                       AV,,34.2259,-118.4458
240405696,02/21/2024 12:00:00 AM,02/20/2024 12:00:00 AM,618,4,Hollenbeck,407,1,310,BURGLARY,0344,26,F,H,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,4500 N  HUNTINGTON                   DR,,34.0881,-118.1877
241705784,02/12/2024 12:00:00 AM,02/12/2024 12:00:00 AM,510,17,Devonshire,1761,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1300 0216 1602 0344 0397,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,9800    TOPANGA CANYON               BL,,34.2485,-118.6063
201223771,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,1000,12,77th Street,1266,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2000 1814 0913 0329 0338,29,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,600 W  82ND                         ST,,33.9661,-118.2849
201418784,10/15/2020 12:00:00 AM,10/15/2020 12:00:00 AM,1930,14,Pacific,1431,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 1814 2000,39,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,OCEAN FRONT,VENICE                       BL,33.9842,-118.4714
241304268,01/07/2024 12:00:00 AM,01/06/2024 12:00:00 AM,1830,13,Newton,1383,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,100 W  62ND                         ST,,33.9833,-118.2739
200711664,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,930,7,Wilshire,734,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1309 0325 1414 1420,19,M,O,406.0,OTHER STORE,,,IC,Invest Cont,440.0,,,,6300 W  3RD                          ST,,34.0713,-118.3595
221206578,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,1700,12,77th Street,1232,1,210,ROBBERY,1251 1259 0342 0371 0370 0334 0344 0336 1309 1822,15,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,60TH                         ST,CRENSHAW                     BL,33.9854,-118.3309
211414432,06/30/2021 12:00:00 AM,06/30/2021 12:00:00 AM,2145,14,Pacific,1495,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,59,M,W,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341.0,,,,9200    AIRPORT                      BL,,33.9523,-118.3906
201115143,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,756,11,Northeast,1136,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,28,F,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,4200    EAGLE ROCK                   BL,,34.1218,-118.2251
200618139,11/17/2020 12:00:00 AM,11/16/2020 12:00:00 AM,1730,6,Hollywood,642,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1300 N  ORANGE GROVE                 AV,,34.0944,-118.3604
200312241,06/03/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1200,3,Southwest,318,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1100 W  24TH                         ST,,34.0344,-118.284
242110554,07/24/2024 12:00:00 AM,07/24/2024 12:00:00 AM,1950,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,343.0,,,,21700    VICTORY                      BL,,34.1877,-118.6015
211713491,10/07/2021 12:00:00 AM,07/22/2021 12:00:00 AM,2127,17,Devonshire,1782,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,22,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,8800    CORBIN                       AV,,34.2303,-118.5623
200617764,11/08/2020 12:00:00 AM,11/07/2020 12:00:00 AM,2000,6,Hollywood,625,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1601 0344 1822 1309 1606,51,M,W,104.0,DRIVEWAY,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,420.0,,,,6900    CAMROSE                      DR,,34.109,-118.3401
211808749,04/08/2021 12:00:00 AM,03/05/2021 12:00:00 AM,1200,18,Southeast,1834,2,354,THEFT OF IDENTITY,0100 1822 0929,43,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,700 E  106TH                        ST,,33.9401,-118.2609
231708682,04/25/2023 12:00:00 AM,12/01/2022 12:00:00 AM,1600,17,Devonshire,1771,2,860,BATTERY WITH SEXUAL CONTACT,1251 0913 1824 1259 0509 0522,17,F,H,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,21000    PLUMMER                      ST,,34.2428,-118.5913
230116023,07/14/2023 12:00:00 AM,07/13/2023 12:00:00 AM,1926,1,Central,182,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0429,32,M,B,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1000 S  FLOWER                       ST,,34.0444,-118.2628
230704165,01/04/2022 12:00:00 AM,01/04/2022 12:00:00 AM,1420,7,Wilshire,722,2,860,BATTERY WITH SEXUAL CONTACT,0500 0522 1278,23,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860.0,,,,600 S  SAN VICENTE                  BL,,34.0659,-118.3731
220704936,01/26/2022 12:00:00 AM,01/21/2022 12:00:00 AM,1515,7,Wilshire,788,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,54,F,B,738.0,LIBRARY,,,IC,Invest Cont,440.0,,,,CRENSHAW                     BL,WASHINGTON                   BL,34.0399,-118.3314
231507654,03/30/2023 12:00:00 AM,03/30/2023 12:00:00 AM,1115,15,N Hollywood,1549,1,210,ROBBERY,0344 0945,0,M,O,202.0,LIQUOR STORE,511.0,VERBAL THREAT,IC,Invest Cont,210.0,,,,11200    BURBANK                      BL,,34.1722,-118.375
231314831,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,2000,13,Newton,1309,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 0432 0416,36,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,OLYMPIC                      BL,ALAMEDA                      ST,34.0275,-118.2386
221710083,06/16/2022 12:00:00 AM,06/16/2022 12:00:00 AM,2000,17,Devonshire,1764,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416 0444 0408 0356,25,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,19500    NORDHOFF                     ST,,34.2355,-118.5574
221517963,11/30/2022 12:00:00 AM,11/29/2022 12:00:00 AM,520,15,N Hollywood,1596,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0325 1803 0913,0,M,O,301.0,GAS STATION,,,IC,Invest Cont,668.0,,,,10900    VENTURA                      BL,,34.1394,-118.3675
230917526,12/15/2023 12:00:00 AM,12/15/2023 12:00:00 AM,430,9,Van Nuys,989,1,310,BURGLARY,0344 0321 1420 0352 1414,57,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4200    SUNNYSLOPE                   AV,,34.1473,-118.427
211609741,07/19/2021 12:00:00 AM,07/18/2021 12:00:00 AM,1445,16,Foothill,1612,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,36,F,O,410.0,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",,,IC,Invest Cont,442.0,,,,13500    PAXTON                       ST,,34.2734,-118.4265
